"cluster","gene","avg_log2FC","pct.1","pct.2","p_val_adj","label"
"0","ST6GAL1",1.44866298806614,0.339,0.067,0,""
"0","HMGCS2",1.43866367224327,0.279,0.035,0,""
"0","SLC38A1",1.43280082111516,0.44,0.135,0,""
"0","SMIM5",1.43137809770563,0.347,0.066,0,""
"0","COBLL1",1.4231691194992,0.897,0.599,0,""
"0","TEX41",1.27140028182396,0.525,0.175,0,""
"0","DUSP1",1.2654689207764,0.658,0.293,0,""
"0","ENSG00000236283",1.25277557932725,0.752,0.385,0,""
"0","ABTB2",1.24503363685365,0.369,0.101,0,""
"0","PAPPA",1.23847464480606,0.303,0.059,0,""
"0","MECOM",1.21722077466963,0.75,0.37,0,""
"0","TBX2",1.21014465313192,0.42,0.124,0,""
"0","ZNF208",1.19460040039031,0.436,0.138,0,""
"0","TPM4",1.15357716838318,0.351,0.086,0,""
"0","SLC8A1",1.10569920139671,0.492,0.167,0,""
"0","STIM2",1.35307189050614,0.415,0.136,7.65899742417768e-302,""
"0","HELLS",0.981787206982469,0.251,0.048,3.95674857877582e-299,""
"0","ZNF331",1.79562420499811,0.294,0.071,1.87576085045305e-296,""
"0","SLC25A29",1.01612517850755,0.279,0.062,1.41244780146446e-295,""
"0","IQUB",1.27820859458978,0.327,0.085,3.08392641635447e-294,""
"0","MYO1B",1.35810132777073,0.448,0.155,9.00729970472752e-294,""
"0","HIP1R",1.17889454438861,0.624,0.295,2.40630251926033e-292,""
"0","FOSL2",1.31186531041127,0.464,0.173,4.83502354363912e-284,""
"0","SLC38A11",1.29334603333301,0.479,0.186,6.14468951098669e-283,""
"0","FYB2",1.22942292886865,0.401,0.128,1.73492202329858e-281,""
"0","RBPMS",1.10519003321792,0.615,0.314,3.17778415851375e-273,""
"0","SLC45A4",1.32324697774286,0.318,0.086,6.65280724070946e-272,""
"0","EMX1",1.0730936288017,0.319,0.089,1.56782105655287e-258,""
"0","PAX8",1.03524833836692,0.778,0.479,5.6223043885729e-256,""
"0","PIM3",1.30124863774105,0.394,0.14,1.71014679128221e-254,""
"0","EYA3",1.12449155754139,0.421,0.155,1.67085198798739e-253,""
"0","ENSG00000240499",0.974295309377282,0.28,0.071,1.14875447359803e-250,""
"0","FRAS1",1.11303447834808,0.544,0.247,4.12424776144304e-247,""
"0","MID1",1.02521838663312,0.258,0.061,2.16827426507453e-244,""
"0","BHLHE40",1.70998979044552,0.451,0.191,7.18962234695452e-241,""
"0","NRCAM",0.953179017999814,0.289,0.079,1.69374645617325e-232,""
"0","RASD1",1.3553126026143,0.327,0.104,2.46936133726262e-228,""
"0","LRRFIP1",1.03004301112213,0.585,0.301,1.91405811259963e-225,""
"0","PLEKHA2",0.889195280776667,0.259,0.068,1.51477133156541e-222,""
"0","RALYL",0.856828685876358,0.255,0.066,5.86030721109016e-218,""
"0","PTPN13",1.06725687074792,0.56,0.283,8.71537518739103e-215,""
"0","SRGAP3",1.10377576703927,0.392,0.152,9.20664676351406e-211,""
"0","PAX8-AS1",0.92995242672353,0.738,0.487,1.1593333276444e-208,""
"0","SLC11A2",1.11611349523835,0.376,0.146,1.70335733724641e-207,""
"0","ENSG00000277778",1.04963724395447,0.254,0.072,9.64454148816747e-200,""
"0","SCN3A",1.02521628273777,0.528,0.256,4.01865370600168e-198,""
"0","MACC1",0.885445251518633,0.299,0.096,5.37652442217173e-193,""
"0","LAMB1",0.951784121545618,0.563,0.296,7.83814075607572e-192,""
"0","IVNS1ABP",1.04451568091005,0.695,0.421,2.2609112911058e-191,""
"0","LINC02532",0.899561015096249,0.569,0.306,2.99854917410461e-184,""
"0","JUNB",1.03412460312114,0.308,0.106,4.27421257699253e-183,""
"0","SLC8A1-AS1",0.917097305440034,0.301,0.098,2.79361758447669e-182,""
"0","ARL15",0.911284417933268,0.339,0.126,1.97646377986448e-181,""
"0","NR4A1",1.16970751434537,0.408,0.173,5.26684509741633e-181,""
"0","KIZ",0.913915260201846,0.272,0.087,3.14968972944585e-179,""
"0","CRYBG1",0.932158391434012,0.357,0.139,5.91283344691212e-179,""
"0","CREM",1.02699902699551,0.296,0.103,4.94809616340293e-178,""
"0","MAP3K21",1.0424132647601,0.33,0.126,3.43688771175694e-174,""
"0","SMARCA2",1.33214880643944,0.446,0.222,3.3547832876097e-173,""
"0","PTBP3",0.950039967458835,0.523,0.274,5.34209869400211e-172,""
"0","MYO1E",0.925919568186706,0.357,0.143,1.26649271718116e-171,""
"0","PRDM16-DT",0.911301647852233,0.425,0.186,3.57640382091084e-170,""
"0","SPTBN2",0.914554846541401,0.25,0.079,4.58982823363252e-164,""
"0","COL4A5",0.900428092291138,0.344,0.137,1.9062020261442e-163,""
"0","HOXB3",0.833257510752542,0.659,0.4,9.07041037541958e-162,""
"0","BLNK",0.826530159155375,0.385,0.165,5.96722428249474e-159,""
"0","VEPH1",1.06173440298132,0.267,0.093,3.24178870343727e-158,""
"0","MPPED2",0.797781055337788,0.314,0.117,2.26614079092828e-156,""
"0","FOS",0.877372193843549,0.34,0.135,5.14119537164838e-156,""
"0","LHX1",0.961658650624853,0.306,0.115,1.44525436401599e-153,""
"0","ENSG00000269967",0.836922217407458,0.29,0.106,5.38747823542546e-153,""
"0","LIMCH1",0.84839369050274,0.475,0.239,8.31806331584057e-153,""
"0","ERC1",0.813233869389484,0.339,0.139,8.8565831480034e-152,""
"0","GLS",0.841740291180099,0.682,0.465,2.43892765463331e-149,""
"0","SCN2A",0.819702166720278,0.513,0.269,1.50013952843896e-147,""
"0","TRPV4",0.816084165125757,0.271,0.097,1.68786920622969e-144,""
"0","RNF19A",0.918495076689383,0.521,0.299,4.37200521837448e-143,""
"0","ENSG00000262943",0.736689297746313,0.261,0.093,1.54291005926229e-142,""
"0","GADD45B",1.37565491167145,0.346,0.156,1.07305396773349e-140,""
"0","ADAMTS9-AS2",0.808824512929625,0.43,0.212,3.26716815437208e-140,""
"0","DCDC2",0.816008912595471,0.354,0.156,4.89715238609383e-136,""
"0","AFF1",0.823469624347721,0.526,0.313,3.4085136366044e-132,""
"0","CALB1",0.980403511749211,0.37,0.175,4.23026675483824e-130,""
"0","ELF3",1.43919245696301,0.278,0.112,1.12333044208186e-129,""
"0","FREM1",0.777300099418657,0.444,0.225,5.79266660532155e-129,""
"0","ADGRF1",0.538943039819639,0.326,0.132,8.86442797986781e-129,""
"0","KCNC3",0.755508889440037,0.273,0.105,1.83649798041613e-128,""
"0","SCML1",0.762990289250832,0.449,0.239,7.87520103253016e-124,""
"0","MYH10",0.724619081773338,0.341,0.155,2.1424999268817e-122,""
"0","ACTG1",1.46536089998491,0.415,0.234,6.21146138787165e-122,""
"0","CDK6",0.757960422762196,0.272,0.109,3.43324277724623e-121,""
"0","MRPL33",0.871739526168934,0.399,0.206,8.40844964248856e-121,""
"0","TANC2",0.655319418447657,0.272,0.108,9.30351008885452e-120,""
"0","SPATS2",0.676273657855395,0.266,0.105,3.11336821368887e-118,""
"0","MOB1B",0.748946532035178,0.398,0.203,3.50563266253244e-118,""
"0","PTP4A1",0.818391345647691,0.271,0.111,4.05086211872225e-118,""
"0","CCDC198",0.580711547597151,0.693,0.463,8.52523989181546e-118,""
"0","VPS37B",1.0518679061181,0.531,0.333,4.97692626786978e-113,""
"0","LOC124900275",0.800089776980761,0.269,0.113,1.92613523038394e-109,""
"0","DPY19L2",0.73386222226236,0.492,0.29,1.85387111956788e-108,""
"0","NASP",0.720743495664642,0.346,0.17,1.09869475364748e-105,""
"0","SYTL2",0.711574579872587,0.387,0.198,4.9035067176253e-105,""
"0","MTMR10",0.936916450766682,0.38,0.205,8.41426045454172e-105,""
"0","NFKBIZ",0.910689427057541,0.325,0.155,8.55829564233962e-104,""
"0","HOXD9",0.795782815216208,0.254,0.105,5.04619920792508e-102,""
"0","ANKRD13A",0.750092706183574,0.328,0.16,1.04104709653463e-101,""
"0","CDKL1",0.694980359278483,0.285,0.128,2.14414361864237e-101,""
"0","AIF1L",0.732966791236875,0.294,0.136,6.20152582777461e-101,""
"0","ADGRL2",0.673998335399343,0.293,0.133,2.40677318238254e-98,""
"0","RHBG",0.442279438521264,0.419,0.215,2.27781888884228e-96,""
"0","DCUN1D1",0.715306689019316,0.276,0.127,1.29308480428234e-94,""
"0","GSTM4",0.729368538950526,0.353,0.186,1.20747489782243e-92,""
"0","CYRIB",0.711886861966551,0.314,0.158,1.37698757035864e-91,""
"0","PKHD1",0.463232935949578,0.758,0.54,2.20885150582412e-91,""
"0","NFAT5",0.667612305798233,0.595,0.423,5.85916617879674e-91,""
"0","MAP4",0.618102912596592,0.458,0.272,1.10673391836336e-90,""
"0","FRY",0.505818003666465,0.283,0.127,2.06191886891219e-90,""
"0","INPP5J",0.792663051462135,0.3,0.145,4.30785174162221e-89,""
"0","RNF114",0.617642908737683,0.297,0.143,7.37017396158546e-89,""
"0","DOCK7",0.657712567130902,0.395,0.223,1.61821009801139e-87,""
"0","MED13L",0.611010791633532,0.406,0.234,2.08120027220465e-82,""
"0","BICD1",0.55789981964931,0.291,0.14,2.95556767824062e-82,""
"0","ACTB",1.18185006117468,0.464,0.319,3.71397282476303e-82,""
"0","KCNC4",0.576746725216227,0.288,0.14,1.3148599813776e-81,""
"0","CD24",0.7670980598128,0.415,0.248,6.65533547438575e-80,""
"0","ARHGAP29",0.603665955444721,0.566,0.383,8.78794225658717e-80,""
"0","PFKP",0.612723931993649,0.257,0.122,1.1469804561032e-77,""
"0","MIR3936HG",0.587286656338571,0.274,0.136,2.04733031799779e-77,""
"0","ENSG00000276291",0.602305752905442,0.397,0.235,1.0224556633777e-76,""
"0","THSD7A",0.565895038953401,0.393,0.227,8.17545319921923e-76,""
"0","CCSER1",0.426681158968186,0.409,0.229,1.02959672512054e-75,""
"0","TRAK1",0.618008517924281,0.298,0.154,6.16448513192512e-75,""
"0","SH3GLB2",0.662561885471971,0.299,0.154,1.19425596613414e-74,""
"0","IMMP2L",0.57430294040169,0.267,0.133,5.69726541490446e-74,""
"0","ENSG00000224078",0.528740395699615,0.652,0.494,8.12897736485941e-74,""
"0","CBR3-AS1",0.570058435823575,0.252,0.119,1.12624712020228e-73,""
"0","STK33",0.552228112451164,0.268,0.131,2.56070033340986e-73,""
"0","WWTR1",0.626938597857481,0.268,0.135,2.98875540722003e-72,""
"0","PRKG1",0.467454518487595,0.254,0.121,1.39067519957063e-71,""
"0","CTSH",0.489105716326013,0.319,0.166,6.23887922501526e-70,""
"0","RBBP8",0.699746565261243,0.372,0.221,1.25913412099491e-68,""
"0","CDH16",0.623260328189485,0.513,0.346,3.37982121275627e-68,""
"0","AAK1",0.566529665047613,0.521,0.36,4.75928221681991e-68,""
"0","ZNF10",0.606158184324875,0.319,0.179,1.90200884694345e-66,""
"0","ARHGEF10L",0.532917895482131,0.31,0.166,5.45253447788027e-66,""
"0","RHOBTB3",0.395355892626699,0.531,0.342,7.76483596447116e-65,""
"0","CHPT1",0.57247691836691,0.253,0.128,7.72215029655266e-64,""
"0","ESYT2",0.655123218406359,0.265,0.14,8.88992688935769e-64,""
"0","AKT3",0.48032020278426,0.275,0.143,3.66928891737077e-63,""
"0","HOXD3",0.558643275091641,0.306,0.17,2.59092362836809e-61,""
"0","FZD4",0.553913624576125,0.284,0.152,9.82759289899554e-61,""
"0","GPRIN3",0.495621081849427,0.26,0.133,2.20044216034001e-60,""
"0","RGL3",0.511737439955501,0.449,0.292,3.50602218971099e-60,""
"0","CLCN3",0.62277069593456,0.259,0.136,6.21484495582589e-60,""
"0","MAPK10",0.524937059644214,0.519,0.366,9.57841913615256e-60,""
"0","DZIP3",0.581309821358284,0.25,0.13,2.10713283969319e-58,""
"0","ENSG00000260565",0.488667794037766,0.3,0.168,2.56300285026426e-57,""
"0","FHOD3",0.532492582279313,0.322,0.188,5.35832859613855e-57,""
"0","RTN4",0.790933935440313,0.429,0.283,1.11950545745987e-56,""
"0","USP36",0.60799053153201,0.25,0.133,1.92614101766552e-55,""
"0","BICC1",0.402403710392772,0.505,0.339,2.1573753057887e-55,""
"0","SCNN1A",0.531924887452398,0.457,0.302,2.51165761841143e-54,""
"0","HSPA1B",0.489289226356821,0.332,0.195,5.41191070617231e-54,""
"0","AHI1",0.454597268639051,0.531,0.379,2.93615474890021e-53,""
"0","SLC38A2",0.521527417889871,0.328,0.196,4.33325532527529e-53,""
"0","KCNJ15",0.339284216157042,0.359,0.206,1.01744579648874e-52,""
"0","CD2AP",0.48105252505396,0.337,0.203,3.12772675619908e-52,""
"0","ITGA2",0.717979056203814,0.334,0.205,1.43448563922241e-51,""
"0","RAPGEF3",0.502467042899984,0.406,0.261,9.46758693416541e-51,""
"0","FNDC3A",0.65385088299565,0.396,0.269,7.46246081483143e-50,""
"0","SORL1",0.473887993745575,0.263,0.145,1.94888212877814e-49,""
"0","PAX2",0.39036123479093,0.53,0.37,1.62910485784603e-47,""
"0","KCNIP4",0.38767567903202,0.256,0.14,2.35516455732543e-47,""
"0","NUP214",0.544785347906262,0.314,0.192,3.13859318413575e-47,""
"0","DNAJB6",0.511931977236151,0.278,0.163,8.04993149853532e-47,""
"0","GALNT11",0.482292170383818,0.277,0.159,9.34170421772173e-47,""
"0","SEPTIN11",0.490413946625015,0.308,0.188,1.05259493111382e-46,""
"0","MYO10",0.437797702475943,0.324,0.197,4.41098442300156e-46,""
"0","ENSG00000284644",0.428135674402701,0.271,0.155,8.80082434117242e-46,""
"0","NAALADL2",0.415035171909406,0.291,0.169,9.60228945525225e-46,""
"0","MAP4K3",0.490332680804659,0.397,0.266,1.19775955044462e-45,""
"0","ZFP36L1",0.641945700386951,0.387,0.266,1.92014441306602e-45,""
"0","TMEM50B",0.493116481156755,0.294,0.179,4.89893476790616e-45,""
"0","SNRPN",0.471018442391127,0.356,0.23,9.15806147859682e-45,""
"0","DDX17",0.299924812403781,0.902,0.811,2.87772813547174e-44,""
"0","PTPN3",0.512211146595507,0.374,0.247,3.47036173727307e-44,""
"0","SH3RF1",0.547021993509003,0.28,0.17,7.57595290293101e-44,""
"0","TCF7L2",0.439055008580321,0.256,0.146,1.0346016836701e-43,""
"0","MARK3",0.44947963240443,0.398,0.27,2.33652793181752e-42,""
"0","CDC42BPB",0.374257358049548,0.257,0.147,7.99316429182038e-42,""
"0","ARID1B",0.397400238809942,0.583,0.459,2.15255925065648e-40,""
"0","ADAM10",0.36813424184513,0.325,0.205,2.55883008806661e-40,""
"0","ZNF704",0.43497787400146,0.309,0.191,6.15839069858147e-40,""
"0","S100A6",1.08631240483444,0.284,0.185,7.98517934043634e-40,""
"0","ANKRD10",0.411052918199402,0.516,0.391,8.26336397758497e-39,""
"0","PER1",0.597032887525343,0.387,0.27,1.05229730388188e-37,""
"0","ZNF117",0.401269700974952,0.318,0.203,1.91722037044521e-37,""
"0","SYNJ2BP-COX16",0.394156363608243,0.305,0.196,4.29494790201503e-36,""
"0","NFE2L2",0.429208756392381,0.502,0.375,1.06144783606618e-35,""
"0","ENSG00000277991",0.461036324427742,0.331,0.221,1.60053721159272e-35,""
"0","IQGAP1",0.407748434177836,0.325,0.211,2.57494162704042e-35,""
"0","GPCPD1",0.460119292147277,0.315,0.208,3.19249852181835e-35,""
"0","NAV2",0.461406137950153,0.341,0.226,6.6534682119768e-35,""
"0","MAP4K5",0.357732327132417,0.287,0.182,8.10040257003752e-35,""
"0","KCNJ16",0.275995456040724,0.564,0.413,2.38430872882131e-34,""
"0","ENSG00000214265",0.374919669846707,0.437,0.315,2.63055404762668e-34,""
"0","ENSG00000285258",0.444487496498787,0.291,0.188,4.03369682138234e-34,""
"0","HNRNPU",0.347155209483215,0.626,0.515,1.2520858440385e-33,""
"0","PRR5-ARHGAP8",0.469124483555265,0.295,0.19,1.47095092980528e-33,""
"0","MINDY2",0.336635506432917,0.282,0.179,1.80309419342151e-31,""
"0","DEFB1",0.912523199491212,0.392,0.298,5.07143773493202e-31,""
"0","OGT",0.334276561607911,0.544,0.421,9.27881645945119e-31,""
"0","VCL",0.497244046567024,0.303,0.203,6.49779117967684e-29,""
"0","MTR",0.344838044180876,0.556,0.439,2.04327721103393e-28,""
"0","MYO6",0.295300342864555,0.575,0.46,3.22445478099861e-28,""
"0","ZDHHC21",0.368988583105052,0.367,0.266,7.46341106840124e-28,""
"0","GK5",0.333976301543179,0.256,0.162,8.60476106525922e-28,""
"0","ABCC5",0.306143522635959,0.38,0.267,2.26775217952293e-27,""
"0","PPP1R9A",0.400960075728339,0.266,0.173,4.36077869539112e-27,""
"0","WAC",0.339790697414552,0.332,0.231,1.23412111137992e-26,""
"0","MTUS1",0.296985172028875,0.319,0.218,1.80102641477205e-26,""
"0","TSC22D1",0.59627080925093,0.263,0.179,1.4020885630934e-25,""
"0","TLK1",0.317559073603747,0.301,0.205,1.94844381380752e-25,""
"0","PPM1K",0.336794642829888,0.252,0.163,2.54630109175509e-25,""
"0","ZFYVE16",0.332575591266925,0.443,0.335,2.74363505682822e-25,""
"0","TMEM245",0.359408207747247,0.267,0.178,3.33865848059529e-25,""
"0","YWHAZ",0.328704653099951,0.349,0.249,1.28333858783132e-24,""
"0","WDFY3",0.292361904241403,0.426,0.318,1.85358203633222e-24,""
"0","PKM",0.37759419190017,0.28,0.188,2.23302434812449e-24,""
"0","DAPK1",0.267067799740845,0.307,0.209,2.4654087378228e-24,""
"0","AP1G1",0.357948751775905,0.34,0.242,3.46278444940468e-24,""
"0","ABI2",0.307364953706058,0.302,0.208,4.00945286194375e-24,""
"0","RANBP2",0.759234538732332,0.407,0.316,2.5089318486055e-23,""
"0","RAB17",0.401086378442971,0.253,0.168,2.74477653619614e-23,""
"0","CCNL1",0.422860095507285,0.56,0.466,5.35171116697108e-23,""
"0","NCOR1",0.267471774151693,0.527,0.422,7.79236215223151e-23,""
"0","HOOK2",0.358114535122025,0.29,0.201,2.39178472504938e-22,""
"0","MAP1LC3A",0.31151932791807,0.327,0.231,3.41147454447966e-22,""
"0","STAT3",0.327085584749886,0.339,0.247,5.36608730715279e-21,""
"0","ERBB2",0.378506581523542,0.325,0.235,8.95356836236009e-21,""
"0","AGRN",0.307364262936609,0.26,0.175,1.0283061654533e-20,""
"0","HP1BP3",0.295849505009943,0.444,0.347,1.0331150485075e-20,""
"0","PPARGC1A",0.447850619940617,0.508,0.422,1.38341963744663e-20,""
"0","PTK2",0.259324385612251,0.419,0.323,1.78696906462858e-20,""
"0","MAP4K3-DT",0.366204448904646,0.253,0.173,2.71812972892037e-20,""
"0","ENSG00000263620",0.30555456911099,0.292,0.207,6.63548464681545e-20,""
"0","CYFIP2",0.369599544282171,0.399,0.304,6.66594328174781e-20,""
"0","BRAF",0.297304071297325,0.461,0.366,6.88951889173184e-20,""
"0","DHX9",0.360715055045203,0.264,0.185,1.83050969732007e-19,""
"0","DANT2",0.319745409053872,0.262,0.183,5.9663651026536e-19,""
"0","SETBP1",0.276845282207961,0.319,0.231,7.56432762337727e-19,""
"0","ACADVL",0.272584447133581,0.514,0.416,1.09633424536294e-18,""
"0","PPP1CB",0.327535349623119,0.308,0.223,1.9636377845179e-18,""
"0","YBX3",0.311937594684696,0.355,0.267,3.22639065303142e-18,""
"0","HIF1A",0.370272097411624,0.326,0.24,1.36592534811549e-17,""
"0","MRTFB",0.250198192753796,0.305,0.221,3.34380072901181e-17,""
"0","EPB41L5",0.287228428574406,0.333,0.25,8.01726922913775e-17,""
"0","SRSF5",0.25971731748833,0.64,0.542,8.92235067797688e-17,""
"0","SEC62",0.291258803616268,0.259,0.183,1.64900192939922e-16,""
"0","GPBP1L1",0.276936258870094,0.305,0.226,3.16794632814412e-16,""
"0","ZMYM2",0.254375997277596,0.472,0.384,7.90736756744154e-16,""
"0","CSNK1A1",0.251055994037676,0.568,0.484,1.30463052328256e-15,""
"0","UBC",0.289387495570192,0.33,0.252,2.19752208342303e-15,""
"0","DOP1A",0.257550093998028,0.276,0.201,1.64957859610429e-14,""
"0","TMEM131",0.271471690981091,0.266,0.193,4.83188396063349e-14,""
"0","KLF6",0.298942747157457,0.382,0.3,5.0229118600769e-14,""
"0","SF1",0.255753486951481,0.48,0.39,9.03120476852382e-14,""
"0","SPIN1",0.37920826355644,0.251,0.185,1.80314451959717e-13,""
"0","ELP2",0.274033048239109,0.264,0.195,5.1089021693638e-13,""
"0","ENSG00000279765",0.306778070462551,0.361,0.286,4.40245566944696e-12,""
"0","IFRD1",0.433515197678224,0.327,0.261,1.85451101756964e-11,""
"0","ANXA11",0.252619040863832,0.287,0.22,2.95332453168622e-10,""
"0","PPP6R3",0.25388300319583,0.347,0.276,3.77113042568568e-10,""
"0","CTNND1",0.274523662859212,0.319,0.254,3.17271958090532e-09,""
"0","STX16",0.260572558940677,0.371,0.304,3.23053699372117e-08,""
"0","GOT1",0.354279959588905,0.277,0.219,1.80432614662639e-07,""
"0","LINC00472",0.252270195630656,0.273,0.216,2.02412928316039e-07,""
"1","PRODH2",3.15800358084117,0.861,0.158,0,""
"1","MIOX",3.06977889821192,0.827,0.178,0,""
"1","FTCD",3.00422997509677,0.888,0.201,0,""
"1","AFM",2.91409463568756,0.674,0.116,0,""
"1","SLC6A13",2.78489617753606,0.796,0.177,0,""
"1","SLC22A6",2.75803528380849,0.658,0.114,0,""
"1","GPX3",2.71441666469499,0.796,0.204,0,""
"1","SLC34A1",2.58439114241439,0.518,0.089,0,""
"1","CUBN",2.5749891532988,0.848,0.186,0,""
"1","LRP2",2.50408798790188,0.856,0.214,0,""
"1","CLEC18A",2.49977225914112,0.563,0.12,0,""
"1","ACSM2B",2.44229477348727,0.845,0.195,0,""
"1","CYP3A5",2.40544543999607,0.557,0.178,0,""
"1","ACSM2A",2.36117926867772,0.87,0.213,0,""
"1","ACSF2",2.34154969227904,0.549,0.133,0,""
"1","PAH",2.29499354881455,0.7,0.148,0,""
"1","SLC16A9",2.28259118351928,0.585,0.133,0,""
"1","SLC22A11",2.25774273171778,0.437,0.085,0,""
"1","SLC5A12",2.25120842738717,0.719,0.153,0,""
"1","PTH1R",2.25118520278266,0.908,0.411,0,""
"1","ANK2",2.23847251622421,0.577,0.23,0,""
"1","DPEP1",2.19994549297888,0.453,0.101,0,""
"1","AMN",2.1670970520462,0.402,0.087,0,""
"1","ALDOB",2.15499936418543,0.527,0.12,0,""
"1","SLC13A3",2.13768856391887,0.526,0.11,0,""
"1","RASSF4",2.09812937589964,0.62,0.217,0,""
"1","SLC17A1",2.0680924044719,0.492,0.126,0,""
"1","AGXT2",2.06345586149871,0.4,0.084,0,""
"1","PDZK1IP1",2.04262430620954,0.431,0.108,0,""
"1","ANPEP",2.02599258951247,0.446,0.107,0,""
"1","LINC00671",2.02453687161781,0.495,0.155,0,""
"1","CDHR5",2.01830020242595,0.353,0.073,0,""
"1","GGT3P",1.9915941805394,0.35,0.08,0,""
"1","SLC6A19",1.95741571243705,0.342,0.073,0,""
"1","GLYAT",1.93806326696702,0.409,0.108,0,""
"1","SLC36A2",1.89441830081971,0.44,0.101,0,""
"1","UGT1A8",1.81682997211134,0.519,0.146,0,""
"1","SYNE2",1.46021080203742,0.903,0.759,0,""
"1","GGT1",2.02802057678198,0.351,0.084,3.23680366241448e-300,""
"1","SLC22A8",1.77469745816289,0.351,0.081,2.43408301232159e-299,""
"1","KCNQ1OT1",1.48842556228021,0.84,0.619,5.57645065978867e-298,""
"1","CLEC18B",2.01420348369902,0.377,0.099,1.33035588402055e-297,""
"1","ASS1",1.82511751400347,0.363,0.095,5.33159432640738e-277,""
"1","MLXIPL",1.93405842680385,0.445,0.148,9.23607686080346e-277,""
"1","ABHD14A-ACY1",1.93602250165477,0.415,0.128,5.15328847656936e-273,""
"1","GGTLC2",1.84904847553661,0.283,0.058,8.66244362467729e-273,""
"1","KHK",1.81890582623018,0.276,0.055,3.72716290103174e-271,""
"1","TPCN1",1.83836601696239,0.555,0.242,9.36659707087629e-271,""
"1","CYP4A11",1.61909863539906,0.359,0.091,1.59934099571931e-270,""
"1","SLC47A2",1.77443266123697,0.332,0.082,6.53221878749881e-260,""
"1","MME",1.59461887896748,0.465,0.156,2.48935046314639e-258,""
"1","FUT6",1.75831841288491,0.31,0.074,6.82103231891712e-253,""
"1","SRRM2",1.44872161529126,0.772,0.59,5.75175083701742e-244,""
"1","SLC39A5",1.66602457184815,0.293,0.069,3.73110559781312e-241,""
"1","PLG",1.71732467329837,0.29,0.068,4.27318423907844e-237,""
"1","GUSBP11",1.79285523688973,0.587,0.314,1.5980888152158e-234,""
"1","ESPN",1.75480682795465,0.282,0.068,3.64607126600266e-228,""
"1","C4B",1.76162550141694,0.31,0.082,9.34180368907381e-228,""
"1","PCK1",1.66824181003844,0.42,0.144,3.10719243857392e-223,""
"1","MIA2",1.76423316951635,0.567,0.302,1.40036378405619e-213,""
"1","RAB11FIP3",1.71332975292487,0.464,0.193,3.60460183782303e-211,""
"1","GOLGA4",1.47972802328909,0.725,0.535,2.73486252409902e-200,""
"1","ENSG00000255275",1.68417356534365,0.365,0.126,3.50009841216688e-197,""
"1","SLC12A6",1.69405229444623,0.376,0.133,4.95394632848564e-197,""
"1","CYP4F3",1.52967604369787,0.288,0.08,2.85318184389979e-190,""
"1","ENSG00000211683",1.65752575965134,0.345,0.119,2.44080467274976e-182,""
"1","MAF",1.668537898733,0.359,0.128,1.66224448611991e-178,""
"1","KCNJ15",1.52779802897489,0.462,0.202,1.03512236819987e-177,""
"1","CCDC200",1.73638727070908,0.29,0.088,2.87881509728652e-175,""
"1","UPB1",1.44917709728805,0.271,0.077,3.61384044559483e-172,""
"1","CLEC18C",1.6046169192766,0.258,0.074,2.22235554062507e-163,""
"1","GOLGB1",1.491096673413,0.657,0.467,7.90330601272237e-159,""
"1","ERRFI1",1.35560950049471,0.479,0.239,1.00101131997904e-155,""
